Wall time,Step,Value
1741156596.3745482,452,-13.212400436401367
1741156596.4351456,544,-16.73263168334961
1741156596.6240692,884,-15.375843048095703
1741156596.7094226,1024,-17.601327896118164
1741156596.8588479,1276,-10.545077323913574
1741156596.869043,1292,-16.99288558959961
1741156596.9135857,1372,-20.15481948852539
1741156597.0693722,1640,-15.980842590332031
1741156597.1996787,1812,-16.691770553588867
1741156597.3525956,2060,-15.787149429321289
1741156597.4499907,2240,-18.188243865966797
1741156597.5064087,2344,-27.665071487426758
1741156597.7245266,2716,-15.877388000488281
1741156597.8672495,2916,-16.043649673461914
1741156597.8803062,2936,-20.485990524291992
1741156598.1135592,3264,-24.705541610717773
1741156598.4754648,3760,-15.111169815063477
1741156598.570969,3896,-9.458259582519531
1741156598.6653376,4056,-14.478192329406738
1741156598.7820678,4200,-14.349270820617676
1741156598.9971542,4616,-28.409847259521484
1741156599.1201048,4896,-12.881599426269531
1741156599.149331,4956,-16.888460159301758
1741156599.2354841,5088,-23.830026626586914
1741156599.3835459,5372,-22.98588752746582
1741156599.4816854,5596,-17.5819091796875
1741156599.4996881,5636,-21.65532112121582
1741156599.7666717,6148,-10.318509101867676
1741156599.8037019,6212,-14.587610244750977
1741156599.8037019,6212,-16.408370971679688
1741156600.0483425,6600,0.10566329956054688
1741156600.2023845,6820,-10.113649368286133
1741156600.324168,7032,-14.84641170501709
1741156600.3978152,7148,-9.039899826049805
1741156600.6158717,7484,-15.536922454833984
1741156600.818478,7816,-12.99338150024414
1741156600.851583,7872,-25.313655853271484
1741156600.9191256,7984,-16.84006118774414
1741156601.0124764,8184,-15.96988296508789
1741156604.1667502,8332,-16.188133239746094
1741156604.218841,8428,-15.185077667236328
1741156604.4273136,8760,-12.033512115478516
1741156604.5934753,9012,-22.506208419799805
1741156604.7278118,9232,-21.68954086303711
1741156604.7468843,9268,-10.837709426879883
1741156604.924441,9548,-9.564177513122559
1741156605.0428612,9736,-16.054582595825195
1741156605.1814249,9960,-14.408305168151855
1741156605.6035786,10612,-22.215106964111328
1741156605.674218,10732,-17.85910415649414
1741156605.8425443,10952,-19.02769660949707
1741156606.0882888,11376,-14.370513916015625
1741156606.1137335,11408,-13.734549522399902
1741156606.1304593,11424,-12.981700897216797
1741156606.3922343,11844,-17.381359100341797
1741156606.4002333,11848,-16.41533851623535
1741156606.459388,11932,-7.8252644538879395
1741156606.5123463,12000,-14.7037935256958
1741156606.569599,12092,-18.138450622558594
1741156606.6705976,12260,-16.338191986083984
1741156606.774564,12424,-13.259950637817383
1741156606.8086095,12468,-24.37622833251953
1741156606.8637311,12532,-12.170515060424805
1741156607.0348067,12784,-11.942543029785156
1741156607.1107821,12892,-11.457914352416992
1741156607.2403755,13116,-13.2620849609375
1741156607.4848175,13520,-12.74288272857666
1741156607.9014757,14096,-12.889412879943848
1741156607.934572,14148,-13.24927043914795
1741156608.0465062,14316,-13.850015640258789
1741156608.1147504,14424,-13.745131492614746
1741156608.2580621,14620,-11.309150695800781
1741156608.9212215,15428,-8.872526168823242
1741156608.956394,15492,-14.58625602722168
1741156609.1189706,15700,-19.680641174316406
1741156609.4072042,16048,-12.742828369140625
1741156613.0457118,16608,-22.56172752380371
1741156613.087764,16684,-16.651721954345703
1741156613.3308332,17076,-15.443471908569336
1741156613.3698735,17136,-11.036333084106445
1741156613.605131,17504,-13.291001319885254
1741156613.9148912,18008,-19.322673797607422
1741156614.002998,18168,-16.26346778869629
1741156614.0129812,18188,-14.896718978881836
1741156614.2114527,18508,-12.409723281860352
1741156614.2434523,18564,-12.764476776123047
1741156614.4213219,18860,-23.489177703857422
1741156614.4757004,18940,-20.77185821533203
1741156614.4867005,18964,-15.658538818359375
1741156614.98367,19752,-15.143306732177734
1741156615.375851,20360,-18.44607925415039
1741156615.6227205,20724,-12.384564399719238
1741156615.740573,20920,-13.353567123413086
1741156615.785461,21000,-15.019280433654785
1741156615.9365845,21176,-16.192604064941406
1741156616.0330327,21316,-21.8136043548584
1741156616.139017,21464,-16.539562225341797
1741156616.3890748,21852,-10.2160005569458
1741156616.5213318,22040,-16.065446853637695
1741156616.6779218,22240,-15.319069862365723
1741156616.968599,22676,-17.78495216369629
1741156616.9906812,22712,-15.340927124023438
1741156617.2436738,23116,-13.685638427734375
1741156617.247683,23124,-17.592214584350586
1741156617.3863358,23372,-16.78053092956543
1741156617.6864874,23776,-12.407818794250488
1741156617.6894794,23780,-12.90908145904541
1741156617.8468904,24008,-13.61349105834961
1741156618.1105256,24388,-15.059057235717773
1741156621.5701787,24860,-15.064098358154297
1741156621.8158538,25252,-14.990144729614258
1741156621.8459518,25304,-25.271406173706055
1741156621.9355578,25444,-11.40085220336914
1741156622.0861056,25684,-11.771133422851562
1741156622.2671466,25892,-16.130735397338867
1741156622.309411,25980,-17.368701934814453
1741156622.5936122,26536,-12.987991333007812
1741156622.746046,26724,-14.87242317199707
1741156622.9702134,27064,-12.968425750732422
1741156623.2945151,27668,-11.834358215332031
1741156623.466238,28000,-16.50768280029297
1741156623.5882947,28280,-19.331098556518555
1741156623.6473014,28420,-11.457727432250977
1741156623.7708857,28700,-11.438432693481445
1741156623.7735229,28704,-13.615086555480957
1741156624.0421796,29320,-12.639358520507812
1741156624.2150445,29720,-14.231790542602539
1741156624.2860506,29888,-14.642951965332031
1741156624.385706,30120,-14.362987518310547
1741156624.440861,30248,-12.476226806640625
1741156624.6110003,30636,-16.045156478881836
1741156624.7377162,30888,-16.268476486206055
1741156624.7587218,30936,-15.953197479248047
1741156624.81872,31052,-16.663339614868164
1741156624.9550438,31320,-13.331575393676758
1741156625.003045,31404,-14.427032470703125
1741156625.007513,31412,-13.947615623474121
1741156625.2406247,31844,-10.792413711547852
1741156625.3592386,32080,-21.800575256347656
1741156625.6139104,32552,-25.110301971435547
1741156628.4777718,32896,-11.686025619506836
1741156628.5068166,32952,-12.404128074645996
1741156628.5858188,33096,-15.838693618774414
1741156628.9026997,33712,-13.305732727050781
1741156629.0773838,34052,-24.565837860107422
1741156629.109392,34116,-16.469066619873047
1741156629.1877623,34280,-16.150108337402344
1741156629.339843,34576,-15.567197799682617
1741156629.3518786,34604,-13.784692764282227
1741156629.3668907,34624,-12.125720977783203
1741156629.642097,35148,-23.030380249023438
1741156629.953559,35772,-14.230581283569336
1741156630.1493628,36128,-14.73917007446289
1741156630.2475107,36312,-15.077751159667969
1741156630.4362357,36664,-15.072158813476562
1741156630.5722804,36912,-18.003536224365234
1741156630.8123348,37360,-6.449629783630371
1741156630.8818603,37488,-13.458206176757812
1741156630.900854,37512,-18.39104461669922
1741156630.9518535,37612,-11.669513702392578
1741156631.0229897,37744,-5.391251087188721
1741156631.1998882,38044,-10.075359344482422
1741156631.342549,38328,-14.776861190795898
1741156631.357551,38360,-14.429697036743164
1741156631.6705925,38920,-15.529775619506836
1741156631.8434548,39236,-14.583364486694336
1741156632.0300217,39572,-19.597803115844727
1741156632.4640143,40348,-19.443382263183594
1741156632.5656374,40520,-17.9223690032959
1741156632.5736306,40536,-17.771209716796875
1741156632.6769924,40724,-15.708600997924805
