Wall time,Step,Value
1741212545.0944495,344,-15.344630241394043
1741212545.1244512,396,-14.357133865356445
1741212545.2864597,684,-12.832250595092773
1741212545.2924497,692,-8.661539077758789
1741212545.3996544,880,-10.531659126281738
1741212545.4462657,968,-12.3179931640625
1741212545.5257444,1108,-13.882880210876465
1741212545.5807452,1208,-8.905183792114258
1741212545.7154071,1448,-11.51328182220459
1741212545.7494056,1508,-9.843923568725586
1741212545.8094137,1616,-10.91204833984375
1741212545.9221606,1816,-8.345398902893066
1741212546.0137541,1976,-13.521987915039062
1741212546.2355607,2388,-6.103822708129883
1741212546.2895708,2488,-4.699301242828369
1741212546.3471391,2596,-13.326732635498047
1741212546.474134,2832,-14.19058609008789
1741212546.5041316,2884,-9.995658874511719
1741212546.5806298,3016,-14.351730346679688
1741212546.6789138,3184,-11.447497367858887
1741212546.7811995,3364,-13.114835739135742
1741212546.7961998,3392,-10.496160507202148
1741212546.9594245,3688,-13.69169807434082
1741212546.9654186,3696,-13.031625747680664
1741212547.030418,3820,-15.53189468383789
1741212547.0834663,3916,-19.941621780395508
1741212547.3129315,4344,-14.257171630859375
1741212547.4305856,4560,-9.712396621704102
1741212547.553595,4788,-13.544157981872559
1741212547.6095867,4892,-12.916897773742676
1741212547.6312659,4928,-15.455108642578125
1741212547.696082,5040,-10.193788528442383
1741212547.7430923,5124,-17.9307804107666
1741212547.773084,5180,-11.384613990783691
1741212547.8644986,5348,-13.597633361816406
1741212547.9444995,5492,-13.651172637939453
1741212548.0356827,5660,-11.158792495727539
1741212548.0356827,5660,-9.78731918334961
1741212548.1649866,5896,-5.802552700042725
1741212548.2320883,6016,-6.930123805999756
1741212548.3252003,6192,-9.12752914428711
1741212548.586194,6668,-12.438253402709961
1741212548.6022134,6696,-5.35762357711792
1741212548.6907902,6860,-9.900284767150879
1741212548.8200738,7092,-12.880570411682129
1741212549.0049021,7424,-15.054706573486328
1741212549.019902,7452,-13.100034713745117
1741212549.0649018,7536,-19.015602111816406
1741212549.0929108,7588,-10.976614952087402
1741212549.1709096,7736,-11.75564193725586
1741212549.2302716,7848,-11.181737899780273
1741212549.3062718,7988,-12.613880157470703
1741212549.3238904,8020,-11.961771011352539
1741212549.4119005,8180,-14.909101486206055
1741212551.2949097,8420,-12.768083572387695
1741212551.6645167,8960,-15.420112609863281
1741212551.7610612,9096,-11.978424072265625
1741212551.8230608,9192,-14.180899620056152
1741212552.208319,9748,-12.737558364868164
1741212552.3369935,9908,-4.067593574523926
1741212552.4732573,10108,-7.561224937438965
1741212552.7394836,10476,-15.099899291992188
1741212552.7934847,10560,-16.206886291503906
1741212552.955624,10808,-12.928683280944824
1741212553.4170735,11444,-6.816707611083984
1741212553.5016575,11552,-11.845168113708496
1741212553.6528583,11744,-12.24740982055664
1741212553.6780035,11772,-9.941762924194336
1741212553.7830985,11904,-8.24030876159668
1741212553.8640993,12020,-8.32288646697998
1741212553.8804975,12044,-3.3351378440856934
1741212554.211505,12484,-8.604880332946777
1741212554.5240917,12908,-18.24790382385254
1741212554.6670911,13096,-8.926141738891602
1741212554.7627246,13208,-6.994481563568115
1741212554.8177292,13280,-10.819572448730469
1741212554.8677287,13348,-9.1006498336792
1741212554.9257247,13424,-5.14783239364624
1741212555.366576,14012,-12.786848068237305
1741212555.6717007,14408,-10.412857055664062
1741212555.8357015,14600,-9.37624454498291
1741212555.8607004,14632,-15.404415130615234
1741212555.9097085,14692,-11.84044075012207
1741212556.1236994,14964,-17.49176597595215
1741212556.2487004,15124,-8.151562690734863
1741212556.3963096,15332,1.2404818534851074
1741212556.5263066,15516,-6.078139305114746
1741212556.7428916,15812,-11.315057754516602
1741212556.923345,16048,-10.861992835998535
1741212557.112181,16264,-14.980034828186035
1741212559.3955674,16560,-15.126352310180664
1741212559.5040689,16708,-13.601705551147461
1741212559.934723,17304,-13.572297096252441
1741212560.1506848,17604,-9.533437728881836
1741212560.2816877,17784,-13.552764892578125
1741212560.3574512,17880,-11.791236877441406
1741212560.499741,18056,-8.562323570251465
1741212560.7014802,18324,-12.470317840576172
1741212560.925958,18608,-7.737783908843994
1741212561.0596073,18784,-11.338037490844727
1741212561.151866,18900,-14.26589584350586
1741212561.3661673,19168,-14.211451530456543
1741212561.5421834,19408,-8.664884567260742
1741212561.5511851,19420,-10.131078720092773
1741212561.7659094,19700,-7.695053577423096
1741212561.9649084,19936,-14.843976974487305
1741212562.0999153,20116,-13.827781677246094
1741212562.300849,20352,-4.539895057678223
1741212562.4976435,20616,-7.469982147216797
1741212562.514642,20636,-10.144623756408691
1741212562.8722808,21092,-9.42447280883789
1741212562.9752815,21244,-12.82343864440918
1741212563.0342877,21324,-14.21866226196289
1741212563.2752817,21620,-8.507133483886719
1741212563.2952821,21644,-17.16530990600586
1741212563.368784,21728,-9.431306838989258
1741212563.5753462,22004,-8.303818702697754
1741212563.7722938,22260,-15.263345718383789
1741212564.0625372,22600,-9.844038009643555
1741212564.3383017,22968,-14.784791946411133
1741212564.562471,23260,-12.620694160461426
1741212564.6244721,23332,-6.785503387451172
1741212564.6717696,23388,-10.124173164367676
1741212564.6933656,23412,-12.675573348999023
1741212564.7833638,23528,-6.561107635498047
