Wall time,Step,Value
1741240925.0556462,348,-6.500369071960449
1741240925.0939903,408,-12.576654434204102
1741240925.2115004,604,-12.96113395690918
1741240925.2604907,696,-17.2210636138916
1741240925.3692026,888,-8.100188255310059
1741240925.3852022,916,-6.35977029800415
1741240925.4022026,948,-19.11308479309082
1741240925.4922807,1108,-14.317390441894531
1741240925.526281,1168,-11.718835830688477
1741240925.6859365,1452,-13.459165573120117
1741240925.7299323,1532,-14.509435653686523
1741240925.783024,1624,-7.8391265869140625
1741240925.9270236,1888,-15.419309616088867
1741240925.977025,1980,-9.132384300231934
1741240925.9860246,1996,-13.208389282226562
1741240926.0590322,2128,-15.521411895751953
1741240926.2530239,2484,-14.801713943481445
1741240926.2950237,2560,-6.118227481842041
1741240926.3635995,2688,-12.473593711853027
1741240926.4849958,2912,-16.351459503173828
1741240926.5736988,3064,-13.127819061279297
1741240926.6401193,3176,-16.49631690979004
1741240926.7117972,3304,-14.324758529663086
1741240926.8257332,3512,-15.543116569519043
1741240926.8347323,3528,-15.102441787719727
1741240926.9859173,3804,-7.946288108825684
1741240927.006939,3840,-8.65637493133545
1741240927.0342133,3892,-11.436319351196289
1741240927.111258,4032,-13.249753952026367
1741240927.2502632,4284,-10.96990966796875
1741240927.3877673,4540,-16.22679901123047
1741240927.539764,4820,-10.118844985961914
1741240927.6027715,4936,-6.890246868133545
1741240927.624764,4976,-12.770895004272461
1741240927.70754,5128,-9.605385780334473
1741240927.7534196,5212,-11.17032241821289
1741240927.758421,5220,-18.076099395751953
1741240927.8444686,5380,-14.708413124084473
1741240927.9354186,5548,-20.65821075439453
1741240928.011418,5688,-10.350343704223633
1741240928.0234118,5708,-5.206061363220215
1741240928.1874702,6016,-11.033195495605469
1741240928.2804112,6192,-8.399347305297852
1741240928.3560557,6332,-16.622661590576172
1741240928.6190653,6816,-13.738138198852539
1741240928.6731887,6916,-4.852664947509766
1741240928.733743,7024,-12.662652969360352
1741240928.8547428,7248,-9.708456039428711
1741240928.880743,7296,-12.00786304473877
1741240928.9087498,7348,-12.792604446411133
1741240929.0268111,7564,-11.395461082458496
1741240929.0607448,7624,-13.869901657104492
1741240929.0637436,7628,-12.721452713012695
1741240929.1057444,7708,-14.324224472045898
1741240929.1517508,7792,-10.82217025756836
1741240929.2017505,7888,-14.452346801757812
1741240929.2597427,7996,-11.285701751708984
1741240929.274745,8020,-15.537456512451172
1741240929.3473356,8160,-13.118797302246094
1741240931.0995636,8304,-12.459096908569336
1741240931.2397807,8520,-13.597633361816406
1741240931.5354455,8964,-7.151970863342285
1741240931.6434493,9124,-8.408393859863281
1741240931.6955833,9204,-9.190732955932617
1741240931.9975827,9668,-12.894159317016602
1741240932.1465826,9880,-10.640363693237305
1741240932.2885852,10096,-13.667486190795898
1741240932.4982293,10396,-12.661421775817871
1741240932.5702298,10500,-15.917888641357422
1741240932.6977978,10672,-15.7567138671875
1741240932.7467978,10736,-11.410232543945312
1741240933.206797,11408,-13.940988540649414
1741240933.2777975,11516,-8.997314453125
1741240933.3693883,11628,-10.845569610595703
1741240933.4273858,11716,-6.811735153198242
1741240933.5673878,11916,-16.242555618286133
1741240933.6233895,11996,-11.227340698242188
1741240933.652388,12044,-12.945121765136719
1741240933.9402912,12432,-12.081733703613281
1741240934.2312899,12860,-5.910421371459961
1741240934.4348445,13124,-10.296527862548828
1741240934.4498372,13144,-10.132378578186035
1741240934.5208464,13244,-13.444131851196289
