mean_score,total_steps,std_score,max_score,min_score
-14.756269454956056,260,0.0,-14.756269454956056,-14.756269454956056
-16.633975982666016,356,0.0,-16.633975982666016,-16.633975982666016
-9.049302101135254,644,0.0,-9.049302101135254,-9.049302101135254
-12.321405410766602,656,0.0,-12.321405410766602,-12.321405410766602
-19.060821533203125,844,0.0,-19.060821533203125,-19.060821533203125
-5.198148727416992,848,0.0,-5.198148727416992,-5.198148727416992
-14.987648010253906,864,0.0,-14.987648010253906,-14.987648010253906
-12.1502685546875,1020,0.0,-12.1502685546875,-12.1502685546875
-14.551867485046388,1072,0.0,-14.551867485046388,-14.551867485046388
-14.47712516784668,1352,0.0,-14.47712516784668,-14.47712516784668
-11.45220947265625,1436,0.0,-11.45220947265625,-11.45220947265625
-18.83319091796875,1548,0.0,-18.83319091796875,-18.83319091796875
-9.78999137878418,1784,0.0,-9.78999137878418,-9.78999137878418
-16.99142074584961,1884,0.0,-16.99142074584961,-16.99142074584961
-11.501569747924805,1928,0.0,-11.501569747924805,-11.501569747924805
-12.827594757080078,2052,0.0,-12.827594757080078,-12.827594757080078
-12.608644485473633,2432,0.0,-12.608644485473633,-12.608644485473633
-11.654897689819336,2552,0.0,-11.654897689819336,-11.654897689819336
-8.938514709472656,2652,0.0,-8.938514709472656,-8.938514709472656
-8.259831428527832,2872,0.0,-8.259831428527832,-8.259831428527832
-11.416624069213867,2996,0.0,-11.416624069213867,-11.416624069213867
-13.439010620117188,3080,0.0,-13.439010620117188,-13.439010620117188
-12.779767990112305,3244,0.0,-12.779767990112305,-12.779767990112305
-9.94796085357666,3472,0.0,-9.94796085357666,-9.94796085357666
-12.74726390838623,3532,0.0,-12.74726390838623,-12.74726390838623
-15.703641891479492,3824,0.0,-15.703641891479492,-15.703641891479492
-15.03972625732422,3872,0.0,-15.03972625732422,-15.03972625732422
-12.441690444946287,3932,0.0,-12.441690444946287,-12.441690444946287
-15.985599517822266,4076,0.0,-15.985599517822266,-15.985599517822266
-12.575286865234377,4212,0.0,-12.575286865234377,-12.575286865234377
-5.193362236022949,4388,0.0,-5.193362236022949,-5.193362236022949
-6.841484069824219,4672,0.0,-6.841484069824219,-6.841484069824219
-16.676061630249023,4848,0.0,-16.676061630249023,-16.676061630249023
-5.911397933959961,4952,0.0,-5.911397933959961,-5.911397933959961
-6.468822479248047,4992,0.0,-6.468822479248047,-6.468822479248047
-21.601680755615234,5160,0.0,-21.601680755615234,-21.601680755615234
-13.34162712097168,5272,0.0,-13.34162712097168,-13.34162712097168
-8.702067375183105,5276,0.0,-8.702067375183105,-8.702067375183105
-11.625129699707031,5448,0.0,-11.625129699707031,-11.625129699707031
-13.539730072021484,5628,0.0,-13.539730072021484,-13.539730072021484
-11.524455070495604,5820,0.0,-11.524455070495604,-11.524455070495604
-10.634037017822266,5856,0.0,-10.634037017822266,-10.634037017822266
-13.8750638961792,6060,0.0,-13.8750638961792,-13.8750638961792
-13.076152801513672,6164,0.0,-13.076152801513672,-13.076152801513672
-3.270442485809326,6352,0.0,-3.270442485809326,-3.270442485809326
-13.401243209838867,6728,0.0,-13.401243209838867,-13.401243209838867
-10.869972229003906,6800,0.0,-10.869972229003906,-10.869972229003906
-14.103302001953123,6936,0.0,-14.103302001953123,-14.103302001953123
-18.155855178833008,7148,0.0,-18.155855178833008,-18.155855178833008
-13.960214614868164,7200,0.0,-13.960214614868164,-13.960214614868164
-12.661138534545898,7228,0.0,-12.661138534545898,-12.661138534545898
-17.249900817871094,7500,0.0,-17.249900817871094,-17.249900817871094
-15.355110168457031,7552,0.0,-15.355110168457031,-15.355110168457031
-16.029159545898438,7580,0.0,-16.029159545898438,-16.029159545898438
-10.29946517944336,7632,0.0,-10.29946517944336,-10.29946517944336
-7.87688684463501,7764,0.0,-7.87688684463501,-7.87688684463501
-13.230571746826172,7852,0.0,-13.230571746826172,-13.230571746826172
-8.788647651672363,7880,0.0,-8.788647651672363,-8.788647651672363
-12.61493682861328,7956,0.0,-12.61493682861328,-12.61493682861328
-12.995624542236328,8028,0.0,-12.995624542236328,-12.995624542236328
-3.547278881072998,8196,0.0,-3.547278881072998,-3.547278881072998
-13.274418830871582,8456,0.0,-13.274418830871582,-13.274418830871582
-15.664274215698242,8960,0.0,-15.664274215698242,-15.664274215698242
-3.627504348754883,9148,0.0,-3.627504348754883,-3.627504348754883
-11.662710189819336,9264,0.0,-11.662710189819336,-11.662710189819336
-14.654227256774902,9764,0.0,-14.654227256774902,-14.654227256774902
-10.486958503723145,9912,0.0,-10.486958503723145,-10.486958503723145
-9.554999351501465,10140,0.0,-9.554999351501465,-9.554999351501465
-17.20880889892578,10568,0.0,-17.20880889892578,-17.20880889892578
-14.422121047973633,10656,0.0,-14.422121047973633,-14.422121047973633
-8.226339340209961,10840,0.0,-8.226339340209961,-8.226339340209961
-11.35820770263672,10960,0.0,-11.35820770263672,-11.35820770263672
-11.335249900817873,11180,0.0,-11.335249900817873,-11.335249900817873
-16.195215225219727,11540,0.0,-16.195215225219727,-16.195215225219727
-15.212987899780272,11612,0.0,-15.212987899780272,-15.212987899780272
-17.528732299804688,11620,0.0,-17.528732299804688,-17.528732299804688
-13.556432723999023,11816,0.0,-13.556432723999023,-13.556432723999023
-4.440250396728516,11820,0.0,-4.440250396728516,-4.440250396728516
-12.146045684814451,12032,0.0,-12.146045684814451,-12.146045684814451
-16.920196533203125,12072,0.0,-16.920196533203125,-16.920196533203125
-14.4580659866333,12100,0.0,-14.4580659866333,-14.4580659866333
-11.732603073120115,12668,0.0,-11.732603073120115,-11.732603073120115
-8.369675636291504,13052,0.0,-8.369675636291504,-8.369675636291504
-10.836200714111328,13332,0.0,-10.836200714111328,-10.836200714111328
-7.9300432205200195,13420,0.0,-7.9300432205200195,-7.9300432205200195
-9.989995002746582,13496,0.0,-9.989995002746582,-9.989995002746582
-12.903746604919434,13512,0.0,-12.903746604919434,-12.903746604919434
-10.955170631408691,13644,0.0,-10.955170631408691,-10.955170631408691
-11.999338150024414,14000,0.0,-11.999338150024414,-11.999338150024414
-11.874667167663574,14084,0.0,-11.874667167663574,-11.874667167663574
-10.816957473754885,14236,0.0,-10.816957473754885,-10.816957473754885
-14.405450820922852,14504,0.0,-14.405450820922852,-14.405450820922852
-12.140877723693848,14756,0.0,-12.140877723693848,-12.140877723693848
-10.922687530517578,14768,0.0,-10.922687530517578,-10.922687530517578
-5.173386573791504,14828,0.0,-5.173386573791504,-5.173386573791504
-16.26732063293457,15032,0.0,-16.26732063293457,-16.26732063293457
-3.985584735870361,15212,0.0,-3.985584735870361,-3.985584735870361
-17.159835815429688,15388,0.0,-17.159835815429688,-17.159835815429688
-12.456703186035156,15628,0.0,-12.456703186035156,-12.456703186035156
-6.290871620178223,15940,0.0,-6.290871620178223,-6.290871620178223
-12.560333251953123,16216,0.0,-12.560333251953123,-12.560333251953123
-13.036274909973145,16360,0.0,-13.036274909973145,-13.036274909973145
-12.800490379333496,16424,0.0,-12.800490379333496,-12.800490379333496
-9.610334396362305,16744,0.0,-9.610334396362305,-9.610334396362305
-13.082866668701172,16900,0.0,-13.082866668701172,-13.082866668701172
-14.554927825927734,17464,0.0,-14.554927825927734,-14.554927825927734
-12.83723258972168,17708,0.0,-12.83723258972168,-12.83723258972168
-14.756717681884766,17848,0.0,-14.756717681884766,-14.756717681884766
-14.312704086303713,17964,0.0,-14.312704086303713,-14.312704086303713
-15.988943099975586,18176,0.0,-15.988943099975586,-15.988943099975586
-12.105142593383787,18432,0.0,-12.105142593383787,-12.105142593383787
-12.873861312866213,18780,0.0,-12.873861312866213,-12.873861312866213
-10.939428329467772,18892,0.0,-10.939428329467772,-10.939428329467772
-12.206243515014648,19072,0.0,-12.206243515014648,-12.206243515014648
-10.508111000061035,19372,0.0,-10.508111000061035,-10.508111000061035
-5.213286399841309,19604,0.0,-5.213286399841309,-5.213286399841309
-6.98383092880249,19680,0.0,-6.98383092880249,-6.98383092880249
-14.984869003295898,19908,0.0,-14.984869003295898,-14.984869003295898
-11.857525825500488,20224,0.0,-11.857525825500488,-11.857525825500488
-14.779825210571287,20316,0.0,-14.779825210571287,-14.779825210571287
-13.506970405578612,20560,0.0,-13.506970405578612,-13.506970405578612
-12.182369232177734,20760,0.0,-12.182369232177734,-12.182369232177734
-9.01400375366211,20776,0.0,-9.01400375366211,-9.01400375366211
-8.153676986694336,20860,0.0,-8.153676986694336,-8.153676986694336
-10.912687301635742,21292,0.0,-10.912687301635742,-10.912687301635742
-16.71255111694336,21464,0.0,-16.71255111694336,-16.71255111694336
-13.483741760253906,21464,0.0,-13.483741760253906,-13.483741760253906
-13.648693084716797,21816,0.0,-13.648693084716797,-13.648693084716797
-8.211336135864258,21864,0.0,-8.211336135864258,-8.211336135864258
-15.594282150268556,21876,0.0,-15.594282150268556,-15.594282150268556
-15.902347564697266,22172,0.0,-15.902347564697266,-15.902347564697266
-13.884769439697266,22432,0.0,-13.884769439697266,-13.884769439697266
-14.203771591186523,22668,0.0,-14.203771591186523,-14.203771591186523
-15.167816162109377,22792,0.0,-15.167816162109377,-15.167816162109377
-12.003313064575195,22988,0.0,-12.003313064575195,-12.003313064575195
-10.29714584350586,23172,0.0,-10.29714584350586,-10.29714584350586
-10.245758056640623,23484,0.0,-10.245758056640623,-10.245758056640623
-13.00409698486328,23540,0.0,-13.00409698486328,-13.00409698486328
-14.46607494354248,23584,0.0,-14.46607494354248,-14.46607494354248
-13.78993034362793,23636,0.0,-13.78993034362793,-13.78993034362793
-1.622715950012207,23728,0.0,-1.622715950012207,-1.622715950012207
-2.65925407409668,23948,0.0,-2.65925407409668,-2.65925407409668
-8.497334480285645,24084,0.0,-8.497334480285645,-8.497334480285645
-14.331341743469238,24120,0.0,-14.331341743469238,-14.331341743469238
-11.874798774719238,24720,0.0,-11.874798774719238,-11.874798774719238
-14.571527481079102,24952,0.0,-14.571527481079102,-14.571527481079102
-16.844545364379883,25472,0.0,-16.844545364379883,-16.844545364379883
-10.902746200561523,25484,0.0,-10.902746200561523,-10.902746200561523
-13.023595809936523,25596,0.0,-13.023595809936523,-13.023595809936523
-12.421835899353027,25600,0.0,-12.421835899353027,-12.421835899353027
-13.615354537963867,25704,0.0,-13.615354537963867,-13.615354537963867
-9.296794891357422,26280,0.0,-9.296794891357422,-9.296794891357422
-13.902280807495115,26508,0.0,-13.902280807495115,-13.902280807495115
-7.542357444763184,26580,0.0,-7.542357444763184,-7.542357444763184
-14.41305923461914,26736,0.0,-14.41305923461914,-14.41305923461914
-12.560713768005373,27112,0.0,-12.560713768005373,-12.560713768005373
-8.737564086914062,27252,0.0,-8.737564086914062,-8.737564086914062
-11.587265014648438,27308,0.0,-11.587265014648438,-11.587265014648438
-15.984392166137695,27516,0.0,-15.984392166137695,-15.984392166137695
-11.854896545410156,27592,0.0,-11.854896545410156,-11.854896545410156
-15.895393371582031,27760,0.0,-15.895393371582031,-15.895393371582031
-7.525024890899658,28020,0.0,-7.525024890899658,-7.525024890899658
-7.776858329772949,28064,0.0,-7.776858329772949,-7.776858329772949
-11.642705917358398,28180,0.0,-11.642705917358398,-11.642705917358398
-6.9767889976501465,28224,0.0,-6.9767889976501465,-6.9767889976501465
-4.243419170379639,28608,0.0,-4.243419170379639,-4.243419170379639
-8.676612854003906,28812,0.0,-8.676612854003906,-8.676612854003906
-11.821142196655272,29188,0.0,-11.821142196655272,-11.821142196655272
-14.87936782836914,29468,0.0,-14.87936782836914,-14.87936782836914
-16.216934204101562,29772,0.0,-16.216934204101562,-16.216934204101562
-2.2583909034729004,29884,0.0,-2.2583909034729004,-2.2583909034729004
-11.831401824951172,30300,0.0,-11.831401824951172,-11.831401824951172
-16.040464401245117,30420,0.0,-16.040464401245117,-16.040464401245117
-11.85934829711914,30532,0.0,-11.85934829711914,-11.85934829711914
-12.144073486328123,30612,0.0,-12.144073486328123,-12.144073486328123
-15.73414421081543,30680,0.0,-15.73414421081543,-15.73414421081543
-8.298808097839355,30712,0.0,-8.298808097839355,-8.298808097839355
-12.172921180725098,30796,0.0,-12.172921180725098,-12.172921180725098
-9.672094345092772,31160,0.0,-9.672094345092772,-9.672094345092772
-13.974115371704102,31176,0.0,-13.974115371704102,-13.974115371704102
-10.710311889648438,31228,0.0,-10.710311889648438,-10.710311889648438
-14.30875015258789,31300,0.0,-14.30875015258789,-14.30875015258789
