Wall time,Step,Value
1741353472.9480405,288,-6.861398696899414
1741353472.9791048,364,-12.585235595703125
1741353473.1396778,716,-13.555649757385254
1741353473.1416779,720,-12.946693420410156
1741353473.219915,896,-4.213043212890625
1741353473.2309148,924,-11.358476638793945
1741353473.2539153,972,-11.717185974121094
1741353473.3239162,1132,-13.985822677612305
1741353473.3849158,1284,-8.355508804321289
1741353473.4669194,1472,-11.599370002746582
1741353473.5423627,1644,-14.212492942810059
1741353473.58853,1752,-7.703211307525635
1741353473.7093172,1996,-14.859521865844727
1741353473.7340474,2040,-13.682588577270508
1741353473.7370467,2044,-7.944067001342773
1741353473.8172417,2216,-22.722198486328125
1741353473.9772396,2540,-6.445590496063232
1741353474.038231,2660,-9.281050682067871
1741353474.0805304,2756,-9.631631851196289
1741353474.1665292,2948,-11.708904266357422
1741353474.2105331,3052,-12.005638122558594
1741353474.2933185,3240,-4.657802104949951
1741353474.3483174,3372,-10.278514862060547
1741353474.4416482,3556,-9.431466102600098
1741353474.4416482,3556,-10.568324089050293
1741353474.5886338,3844,-15.146588325500488
1741353474.6176314,3916,-9.952194213867188
1741353474.6636329,4020,-15.70176887512207
1741353474.716634,4136,-6.821187973022461
1741353474.7985766,4308,-10.108501434326172
1741353474.8775766,4492,-10.043020248413086
1741353474.9717102,4680,-15.829248428344727
1741353475.0613322,4868,-5.553155899047852
1741353475.0993354,4948,-8.864950180053711
1741353475.1363323,5036,-11.521873474121094
1741353475.2067347,5188,-9.379105567932129
1741353475.215733,5204,-16.471675872802734
1741353475.2597358,5300,-14.423250198364258
1741353475.326452,5468,-17.742809295654297
1741353475.4134536,5656,-12.828926086425781
1741353475.5119166,5868,-15.102645874023438
1741353475.5158777,5876,-11.752840042114258
1741353475.596035,6068,-8.436368942260742
1741353475.6660342,6228,-14.423698425292969
1741353475.7210338,6348,-2.5296950340270996
1741353475.891459,6724,-7.369801998138428
1741353475.928269,6800,-15.028301239013672
1741353475.9922688,6940,-6.758175849914551
1741353476.1049483,7196,-13.99161434173584
1741353476.1229591,7236,-9.158405303955078
1741353476.1379507,7268,-3.490719795227051
1741353476.282507,7572,-11.202306747436523
1741353476.2985036,7612,-17.661685943603516
1741353476.313503,7648,-10.792109489440918
1741353476.3555145,7744,-9.11145305633545
1741353476.4203851,7884,-5.320311069488525
1741353476.427384,7896,-4.931443214416504
1741353476.4993856,8052,-16.907228469848633
1741353476.5103834,8076,-15.469132423400879
1741353476.5483842,8164,-10.01462459564209
1741353478.3724968,8360,-11.88458251953125
1741353478.4744968,8592,-15.458415031433105
1741353478.7087843,9100,-13.964347839355469
1741353478.779506,9244,-13.884496688842773
1741353478.8305051,9368,-5.471527099609375
1741353479.0695622,9864,-10.213521957397461
1741353479.175929,10060,-10.070634841918945
1741353479.2688568,10240,-6.711153030395508
1741353479.4308546,10588,-17.592819213867188
1741353479.490862,10704,-11.64314079284668
1741353479.5889072,10876,-12.173925399780273
1741353479.6279068,10960,-10.281587600708008
1741353479.7209089,11140,-7.44384765625
1741353479.9069645,11508,-11.205541610717773
1741353479.9406652,11568,-11.338132858276367
1741353479.9566648,11600,-6.782493591308594
1741353480.0303419,11740,-13.863225936889648
1741353480.048342,11768,-15.540979385375977
1741353480.156883,11972,-10.922601699829102
1741353480.1638844,11984,-11.616265296936035
1741353480.1998847,12064,-10.354055404663086
1741353480.4199939,12488,-9.32161808013916
1741353480.5678158,12788,-9.879426956176758
1741353480.6978176,13028,-8.547514915466309
1741353480.7348237,13096,-14.086835861206055
1741353480.7698197,13164,-14.959085464477539
1741353480.8260684,13268,-12.825322151184082
1741353480.8520613,13316,-11.69795036315918
1741353481.0646288,13716,-10.227217674255371
1741353481.130807,13816,-5.094490051269531
