Wall time,Step,Value
1741348872.9286788,324,-13.018646240234375
1741348872.955108,376,-10.478727340698242
1741348873.081967,684,-17.839914321899414
1741348873.081967,684,-9.564162254333496
1741348873.1883385,928,-3.846820831298828
1741348873.2096114,968,-10.187986373901367
1741348873.2256114,1000,-18.100318908691406
1741348873.3125641,1180,-11.257429122924805
1741348873.329685,1220,-18.267345428466797
1741348873.434601,1444,-4.993659019470215
1741348873.5025988,1596,-21.738061904907227
1741348873.5195985,1632,-20.81704330444336
1741348873.6418755,1904,-8.707818984985352
1741348873.6770096,1972,-12.541532516479492
1741348873.680009,1976,-15.130443572998047
1741348873.7580702,2116,-14.22126293182373
1741348873.9168327,2416,-12.400667190551758
1741348873.9678278,2536,-9.040413856506348
1741348874.0256467,2668,-12.912027359008789
1741348874.0866482,2812,-15.429426193237305
1741348874.1297696,2912,-12.460039138793945
1741348874.1766677,3024,-17.58445167541504
1741348874.2487004,3188,-9.576465606689453
1741348874.3756588,3428,-11.641288757324219
1741348874.3791192,3432,-16.213134765625
1741348874.5918295,3804,-14.005647659301758
1741348874.6508281,3928,-7.495550155639648
1741348874.6508281,3928,-14.670412063598633
1741348874.7538273,4140,-11.082906723022461
1741348874.8056471,4260,-11.466642379760742
1741348874.9039726,4456,-8.305551528930664
1741348874.9884799,4656,-14.76302719116211
1741348875.0947902,4876,-0.7988934516906738
1741348875.153873,5004,-11.630475997924805
1741348875.169729,5036,-9.314249038696289
1741348875.2657268,5228,-9.284093856811523
1741348875.324548,5352,-12.669677734375
1741348875.324548,5352,-14.139358520507812
1741348875.4098477,5520,-10.515643119812012
1741348875.4980004,5708,-9.288518905639648
1741348875.5912213,5908,-15.211280822753906
1741348875.5942287,5912,-11.174654006958008
1741348875.734362,6184,-17.083934783935547
1741348875.7963636,6308,-13.73862075805664
1741348875.8707361,6472,-16.50385284423828
1741348876.062045,6856,-1.5407867431640625
1741348876.0730355,6876,-11.39700698852539
1741348876.1220338,7000,-9.098066329956055
1741348876.2366142,7252,-14.012605667114258
1741348876.2366142,7252,-10.256211280822754
1741348876.2576118,7300,-11.670942306518555
1741348876.3802168,7580,-7.088188648223877
1741348876.3952155,7616,-9.276394844055176
1741348876.4132223,7660,-10.210160255432129
1741348876.4632146,7764,-14.99814224243164
1741348876.5022182,7852,-8.534363746643066
1741348876.5613527,7976,-14.315652847290039
1741348876.5683513,7992,-6.913687705993652
1741348876.620353,8104,-13.916582107543945
1741348876.6303546,8128,-7.928134441375732
1741348878.4618065,8340,-8.601926803588867
1741348878.5383055,8532,-14.978442192077637
1741348878.7222598,8940,-15.55148696899414
1741348878.792705,9100,-8.761126518249512
1741348878.833753,9176,-16.020923614501953
1741348879.1204195,9784,-4.5321455001831055
1741348879.2374198,10028,-5.537309169769287
1741348879.3574188,10296,-18.225793838500977
1741348879.5175931,10692,-12.449668884277344
1741348879.5315917,10720,-12.718219757080078
1741348879.6461713,10956,-10.522000312805176
1741348879.6861715,11036,-9.879422187805176
1741348879.7906532,11240,-14.33475112915039
1741348879.98187,11616,-15.447488784790039
1741348880.010867,11676,-15.035721778869629
1741348880.0148673,11684,-13.296342849731445
1741348880.1298683,11912,-10.525547981262207
1741348880.1518674,11960,-9.760231018066406
1741348880.2531402,12164,-15.90240478515625
1741348880.2811406,12220,-15.776147842407227
1741348880.2871404,12228,-14.25173282623291
1741348880.5265622,12660,-13.26374626159668
1741348880.7371144,13064,-13.64990234375
1741348880.8963583,13356,-14.961359024047852
1741348880.9233236,13400,-10.234419822692871
1741348880.9554894,13452,-8.480009078979492
1741348880.998671,13528,-7.819399833679199
1741348881.0716693,13680,-12.350732803344727
1741348881.2877727,14092,-14.640135765075684
1741348881.3297737,14184,-13.381793975830078
1741348881.3777716,14284,-14.516176223754883
1741348881.5507705,14616,-17.217212677001953
1741348881.6793628,14836,-9.99992561340332
1741348881.7043548,14880,-11.701457977294922
1741348881.7253516,14920,-9.280746459960938
1741348881.8479495,15136,-9.627256393432617
1741348881.9235163,15260,-9.420283317565918
1741348882.0020692,15400,-13.4920654296875
1741348882.1522915,15652,-10.686119079589844
1741348882.3054802,15948,-10.077560424804688
1741348882.4564884,16228,-13.92564582824707
1741348882.531479,16352,-13.047969818115234
1741348884.6281397,16452,-5.62241268157959
1741348884.7936974,16764,-10.096395492553711
1741348884.8486981,16880,-10.045995712280273
1741348885.1968527,17508,-12.569475173950195
1741348885.3198504,17732,-11.169954299926758
1741348885.4025323,17868,-19.405839920043945
1741348885.4655309,17976,-14.714824676513672
1741348885.5942519,18180,-10.754966735839844
1741348885.7699533,18480,-10.995611190795898
1741348885.953027,18796,-13.482449531555176
1741348886.0183082,18924,-8.733796119689941
1741348886.0743084,19036,-15.246549606323242
1741348886.2503319,19384,-0.7083525657653809
1741348886.3673313,19604,-13.291183471679688
1741348886.3703341,19608,-12.761970520019531
1741348886.496444,19844,-10.609516143798828
1741348886.5214446,19892,-11.343375205993652
1741348886.6490796,20124,-9.825934410095215
1741348886.73508,20276,-4.397480487823486
1741348886.86696,20504,-13.303674697875977
1741348886.9656377,20664,-9.7280912399292
1741348887.0076385,20728,-13.640501022338867
1741348887.0196376,20748,-13.444381713867188
1741348887.2103126,21080,-13.129484176635742
1741348887.4173102,21444,-14.046707153320312
