mean_score,total_steps,std_score,max_score,min_score
-11.94265365600586,280,0.0,-11.94265365600586,-11.94265365600586
-12.134065628051758,296,0.0,-12.134065628051758,-12.134065628051758
-13.485042572021484,564,0.0,-13.485042572021484,-13.485042572021484
-9.923317909240724,604,0.0,-9.923317909240724,-9.923317909240724
-16.86231231689453,784,0.0,-16.86231231689453,-16.86231231689453
-11.105010032653809,844,0.0,-11.105010032653809,-11.105010032653809
-16.069168090820312,896,0.0,-16.069168090820312,-16.069168090820312
-15.327314376831056,1044,0.0,-15.327314376831056,-15.327314376831056
-12.933568954467772,1104,0.0,-12.933568954467772,-12.933568954467772
-14.605794906616213,1368,0.0,-14.605794906616213,-14.605794906616213
-16.292076110839844,1428,0.0,-16.292076110839844,-16.292076110839844
-8.102892875671387,1548,0.0,-8.102892875671387,-8.102892875671387
-7.396297454833984,1840,0.0,-7.396297454833984,-7.396297454833984
-5.515545845031738,1852,0.0,-5.515545845031738,-5.515545845031738
-12.031938552856444,1900,0.0,-12.031938552856444,-12.031938552856444
-12.308436393737791,2028,0.0,-12.308436393737791,-12.308436393737791
-15.537921905517578,2356,0.0,-15.537921905517578,-15.537921905517578
-4.889836311340332,2532,0.0,-4.889836311340332,-4.889836311340332
-10.81179428100586,2708,0.0,-10.81179428100586,-10.81179428100586
-8.779808044433594,2960,0.0,-8.779808044433594,-8.779808044433594
-13.462605476379396,3084,0.0,-13.462605476379396,-13.462605476379396
-14.810306549072266,3168,0.0,-14.810306549072266,-14.810306549072266
-4.546140670776367,3332,0.0,-4.546140670776367,-4.546140670776367
-15.288810729980469,3588,0.0,-15.288810729980469,-15.288810729980469
-9.53506851196289,3588,0.0,-9.53506851196289,-9.53506851196289
-11.839967727661133,3920,0.0,-11.839967727661133,-11.839967727661133
-15.73287582397461,4008,0.0,-15.73287582397461,-15.73287582397461
-17.10549545288086,4028,0.0,-17.10549545288086,-17.10549545288086
-8.43632698059082,4184,0.0,-8.43632698059082,-8.43632698059082
-11.417290687561035,4364,0.0,-11.417290687561035,-11.417290687561035
-7.333763599395752,4572,0.0,-7.333763599395752,-7.333763599395752
-11.054519653320312,4816,0.0,-11.054519653320312,-11.054519653320312
-10.309049606323242,5068,0.0,-10.309049606323242,-10.309049606323242
-14.806827545166016,5136,0.0,-14.806827545166016,-14.806827545166016
-18.601097106933597,5228,0.0,-18.601097106933597,-18.601097106933597
-11.715579986572266,5360,0.0,-11.715579986572266,-11.715579986572266
-18.62135505676269,5436,0.0,-18.62135505676269,-18.62135505676269
-16.83348274230957,5500,0.0,-16.83348274230957,-16.83348274230957
-14.34728717803955,5676,0.0,-14.34728717803955,-14.34728717803955
-9.130867958068848,5804,0.0,-9.130867958068848,-9.130867958068848
-6.701142311096191,5924,0.0,-6.701142311096191,-6.701142311096191
-12.447917938232422,6016,0.0,-12.447917938232422,-12.447917938232422
-5.205554962158203,6188,0.0,-5.205554962158203,-5.205554962158203
-8.223206520080566,6344,0.0,-8.223206520080566,-8.223206520080566
-10.89274787902832,6456,0.0,-10.89274787902832,-10.89274787902832
-9.375564575195312,6952,0.0,-9.375564575195312,-9.375564575195312
-8.011628150939941,7064,0.0,-8.011628150939941,-8.011628150939941
-14.156832695007324,7216,0.0,-14.156832695007324,-14.156832695007324
-13.077567100524902,7408,0.0,-13.077567100524902,-13.077567100524902
-12.873039245605469,7456,0.0,-12.873039245605469,-12.873039245605469
-19.342832565307617,7536,0.0,-19.342832565307617,-19.342832565307617
-8.869160652160645,7880,0.0,-8.869160652160645,-8.869160652160645
-5.295893669128418,7948,0.0,-5.295893669128418,-5.295893669128418
-16.67756462097168,7992,0.0,-16.67756462097168,-16.67756462097168
-14.67913055419922,8032,0.0,-14.67913055419922,-14.67913055419922
-17.394241333007812,8180,0.0,-17.394241333007812,-17.394241333007812
-11.390926361083984,8260,0.0,-11.390926361083984,-11.390926361083984
-13.371231079101562,8296,0.0,-13.371231079101562,-13.371231079101562
-12.96270751953125,8368,0.0,-12.96270751953125,-12.96270751953125
-14.050490379333496,8468,0.0,-14.050490379333496,-14.050490379333496
-10.233148574829102,8660,0.0,-10.233148574829102,-10.233148574829102
-10.181143760681152,8796,0.0,-10.181143760681152,-10.181143760681152
-16.957998275756836,9236,0.0,-16.957998275756836,-16.957998275756836
-17.226661682128906,9412,0.0,-17.226661682128906,-17.226661682128906
-3.4430394172668457,9528,0.0,-3.4430394172668457,-3.4430394172668457
-11.131622314453123,10152,0.0,-11.131622314453123,-11.131622314453123
-10.498939514160156,10376,0.0,-10.498939514160156,-10.498939514160156
-10.531370162963867,10576,0.0,-10.531370162963867,-10.531370162963867
-13.180760383605955,11080,0.0,-13.180760383605955,-13.180760383605955
-8.4224271774292,11160,0.0,-8.4224271774292,-8.4224271774292
